市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
スタンダード（内国株式）,9385.T,ショーエイコーポレーション,1,579.0,16600
プライム（内国株式）,9386.T,日本コンセプト,4,3040.0,6300
スタンダード（外国株式）,9399.T,ビート・ホールディングス・リミテッド,4,1235.0,50150
プライム（内国株式）,9401.T,ＴＢＳホールディングス,2,5340.0,282300
プライム（内国株式）,9404.T,日本テレビホールディングス,1,3999.0,478400
プライム（内国株式）,9405.T,朝日放送グループホールディングス,1,802.0,147000
スタンダード（内国株式）,9408.T,ＢＳＮメディアホールディングス,1,2278.0,1500
プライム（内国株式）,9409.T,テレビ朝日ホールディングス,1,3245.0,388000
プライム（内国株式）,9412.T,スカパーＪＳＡＴホールディングス,5,1410.0,3478900
プライム（内国株式）,9413.T,テレビ東京ホールディングス,1,4795.0,75800
スタンダード（内国株式）,9414.T,日本ＢＳ放送,1,996.0,59800
プライム（内国株式）,9416.T,ビジョン,2,1202.0,701100
スタンダード（内国株式）,9417.T,スマートバリュー,1,462.0,43200
プライム（内国株式）,9418.T,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,1,2123.0,1451900
スタンダード（内国株式）,9419.T,ワイヤレスゲート,2,274.0,21700
スタンダード（内国株式）,9421.T,エヌジェイホールディングス,1,605.0,4900
スタンダード（内国株式）,9423.T,フォーバル・リアルストレート,4,110.0,480700
プライム（内国株式）,9424.T,日本通信,4,150.0,2949200
スタンダード（内国株式）,9425.T,ＲｅＹｕｕ　Ｊａｐａｎ,1,760.0,1181500
スタンダード（内国株式）,9428.T,クロップス,3,1440.0,13400
プライム（内国株式）,9432.T,日本電信電話,1,158.0,318034200
プライム（内国株式）,9433.T,ＫＤＤＩ,4,2469.5,21542400
プライム（内国株式）,9434.T,ソフトバンク,2,228.89999389648438,101176800
プライム（内国株式）,94345.T,ソフトバンク第１回社債型種類株式,1,3800.0,3900
プライム（内国株式）,94346.T,ソフトバンク第２回社債型種類株式,1,7674.0,4100
プライム（内国株式）,9435.T,光通信,1,42690.0,107600
スタンダード（内国株式）,9436.T,沖縄セルラー電話,1,5250.0,47000
プライム（内国株式）,9438.T,エムティーアイ,4,823.0,597000
スタンダード（内国株式）,9439.T,エム・エイチ・グループ,1,216.0,39500
スタンダード（内国株式）,9441.T,ベルパーク,1,2623.0,4000
スタンダード（内国株式）,9444.T,トーシンホールディングス,1,623.0,5400
スタンダード（内国株式）,9445.T,フォーバルテレコム,1,565.0,3100
スタンダード（内国株式）,9446.T,サカイホールディングス,2,537.0,31000
プライム（内国株式）,9449.T,ＧＭＯインターネットグループ,2,3816.0,370700
プライム（内国株式）,9450.T,ファイバーゲート,1,748.0,267200
スタンダード（内国株式）,9466.T,アイドママーケティングコミュニケーション,4,249.0,3200
グロース（内国株式）,9467.T,アルファポリス,5,1486.0,203000
プライム（内国株式）,9468.T,ＫＡＤＯＫＡＷＡ,5,3555.0,1003400
プライム（内国株式）,9470.T,学研ホールディングス,1,1065.0,183200
プライム（内国株式）,9474.T,ゼンリン,1,1095.0,109600
スタンダード（内国株式）,9475.T,昭文社ホールディングス,1,421.0,5200
スタンダード（内国株式）,9476.T,中央経済社ホールディングス,1,721.0,5100
スタンダード（内国株式）,9478.T,ＳＥホールディングス・アンド・インキュベーションズ,1,364.0,22200
プライム（内国株式）,9501.T,東京電力ホールディングス,2,685.5999755859375,167228900
プライム（内国株式）,9502.T,中部電力,1,2057.0,5236700
プライム（内国株式）,9503.T,関西電力,1,2173.0,5435600
プライム（内国株式）,9504.T,中国電力,2,854.7999877929688,2663700
プライム（内国株式）,9505.T,北陸電力,2,869.4000244140625,1898300
プライム（内国株式）,9506.T,東北電力,3,1111.0,2999800
プライム（内国株式）,9507.T,四国電力,2,1344.5,625700
プライム（内国株式）,9508.T,九州電力,2,1511.0,4121000
プライム（内国株式）,9509.T,北海道電力,2,1131.0,7251100
プライム（内国株式）,9511.T,沖縄電力,1,1005.0,200400
プライム（内国株式）,9513.T,電源開発,1,2801.0,789500
スタンダード（内国株式）,9514.T,エフオン,1,428.0,114000
プライム（内国株式）,9517.T,イーレックス,1,731.0,501400
プライム（内国株式）,9519.T,レノバ,1,987.0,2765200
プライム（内国株式）,9531.T,東京瓦斯,2,5389.0,3223100
プライム（内国株式）,9532.T,大阪瓦斯,1,4207.0,1969900
プライム（内国株式）,9533.T,東邦瓦斯,3,4214.0,537600
プライム（内国株式）,9534.T,北海道瓦斯,2,662.0,165400
プライム（内国株式）,9535.T,広島ガス,1,386.0,58800
プライム（内国株式）,9536.T,西部ガスホールディングス,2,1956.0,104400
スタンダード（内国株式）,9537.T,北陸瓦斯,1,3775.0,1200
スタンダード（内国株式）,9539.T,京葉瓦斯,1,1168.0,3400
プライム（内国株式）,9543.T,静岡ガス,3,1128.0,133800
プライム（内国株式）,9551.T,メタウォーター,1,3090.0,491600
プライム（内国株式）,9552.T,Ｍ＆Ａ総研ホールディングス,3,1350.0,539200
グロース（内国株式）,9553.T,マイクロアド,1,571.0,411000
グロース（内国株式）,9554.T,ＡＶｉＣ,4,1851.0,34700
グロース（内国株式）,9556.T,ＩＮＴＬＯＯＰ,1,4460.0,146200
グロース（内国株式）,9557.T,エアークローゼット,4,398.0,15600
グロース（内国株式）,9558.T,ジャパニアス,1,2314.0,3700
グロース（内国株式）,9560.T,プログリット,1,1161.0,99600
グロース（内国株式）,9561.T,グラッドキューブ,4,596.0,47400
グロース（内国株式）,9562.T,ビジネスコーチ,1,2290.0,15400
グロース（内国株式）,9563.T,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,4,318.0,14000
スタンダード（内国株式）,9564.T,ＦＣＥ,4,769.0,72800
グロース（内国株式）,9565.T,ＧＬＯＥ,4,889.0,3000
プライム（内国株式）,9600.T,アイネット,4,1749.0,122700
プライム（内国株式）,9601.T,松竹,4,12720.0,55800
プライム（内国株式）,9602.T,東宝,1,9500.0,929900
プライム（内国株式）,9603.T,エイチ・アイ・エス,3,1376.0,865700
プライム（内国株式）,9605.T,東映,1,5290.0,88900
スタンダード（内国株式）,9610.T,ウィルソン・ラーニング　ワールドワイド,2,188.0,392000
プライム（内国株式）,9612.T,ラックランド,1,1342.0,97800
プライム（内国株式）,9613.T,ＮＴＴデータグループ,1,3970.0,2187200
プライム（内国株式）,9616.T,共立メンテナンス,4,3296.0,997200
プライム（内国株式）,9619.T,イチネンホールディングス,1,1999.0,76700
プライム（内国株式）,9621.T,建設技術研究所,6,3020.0,65800
プライム（内国株式）,9622.T,スペース,1,1408.0,45000
スタンダード（内国株式）,9625.T,セレスポ,4,1083.0,125600
プライム（内国株式）,9627.T,アインホールディングス,1,6960.0,208600
プライム（内国株式）,9628.T,燦ホールディングス,5,1505.0,106900
プライム（内国株式）,9629.T,ピー・シー・エー,1,1983.0,37100
スタンダード（内国株式）,9632.T,スバル興業,2,3430.0,14000
スタンダード（内国株式）,9633.T,東京テアトル,1,1400.0,31900
スタンダード（内国株式）,9635.T,武蔵野興業,1,2328.0,1100
スタンダード（内国株式）,9636.T,きんえい,6,4055.0,700
スタンダード（内国株式）,9639.T,三協フロンテア,3,2050.0,17900
スタンダード（内国株式）,9640.T,セゾンテクノロジー,1,1949.0,2300
プライム（内国株式）,9644.T,タナベコンサルティンググループ,5,733.0,73600
スタンダード（内国株式）,9647.T,協和コンサルタンツ,1,6500.0,12400
スタンダード（内国株式）,9651.T,日本プロセス,1,1633.0,40000
スタンダード（内国株式）,9656.T,グリーンランドリゾート,1,632.0,2100
プライム（内国株式）,9658.T,ビジネスブレイン太田昭和,1,2980.0,15600
スタンダード（内国株式）,9661.T,歌舞伎座,4,4580.0,900
プライム（内国株式）,9663.T,ナガワ,1,6810.0,28700
プライム（内国株式）,9672.T,東京都競馬,1,5250.0,69700
プライム（内国株式）,9678.T,カナモト,1,3565.0,139800
スタンダード（内国株式）,9679.T,ホウライ,1,2050.0,1000
プライム（内国株式）,9682.T,ＤＴＳ,1,5210.0,157700
プライム（内国株式）,9684.T,スクウェア・エニックス・ホールディングス,4,9848.0,826900
スタンダード（内国株式）,9685.T,ＫＹＣＯＭホールディングス,2,663.0,1700
スタンダード（内国株式）,9686.T,東洋テック,3,1585.0,8200
スタンダード（内国株式）,9687.T,ＫＳＫ,1,4345.0,6100
スタンダード（内国株式）,9691.T,両毛システムズ,1,4050.0,2100
プライム（内国株式）,9692.T,シーイーシー,1,2380.0,121000
プライム（内国株式）,9697.T,カプコン,5,4083.0,3143500
スタンダード（内国株式）,9698.T,クレオ,1,1174.0,1400
プライム（内国株式）,9699.T,ニシオホールディングス,1,4375.0,71600
スタンダード（内国株式）,9701.T,東京會舘,1,3940.0,500
プライム（内国株式）,9702.T,アイ・エス・ビー,1,1799.0,22900
スタンダード（内国株式）,9704.T,アゴーラ　ホスピタリティー　グループ,4,64.0,1241600
プライム（内国株式）,9706.T,日本空港ビルデング,3,4729.0,256900
スタンダード（内国株式）,9708.T,帝国ホテル,1,1011.0,160700
スタンダード（内国株式）,9709.T,ＮＣＳ＆Ａ,1,1501.0,32100
スタンダード（内国株式）,9713.T,ロイヤルホテル,1,1080.0,42400
プライム（内国株式）,9715.T,トランス・コスモス,1,3740.0,102000
プライム（内国株式）,9716.T,乃村工藝社,1,1053.0,435500
プライム（内国株式）,9719.T,ＳＣＳＫ,1,4863.0,1735600
スタンダード（内国株式）,9720.T,ホテル、ニューグランド,1,7370.0,100
プライム（内国株式）,9722.T,藤田観光,4,10380.0,101500
スタンダード（内国株式）,9723.T,京都ホテル,4,636.0,2300
スタンダード（内国株式）,9726.T,ＫＮＴ－ＣＴホールディングス,1,1574.0,52200
プライム（内国株式）,9729.T,トーカイ,1,2229.0,58000
スタンダード（内国株式）,9731.T,白洋舎,4,3325.0,6900
スタンダード（内国株式）,9733.T,ナガセ,2,1948.0,20900
プライム（内国株式）,9735.T,セコム,1,5579.0,2104800
プライム（内国株式）,9739.T,ＮＳＷ,3,2555.0,23800
プライム（内国株式）,9740.T,セントラル警備保障,1,2533.0,20800
プライム（内国株式）,9742.T,アイネス,1,2015.0,52800
プライム（内国株式）,9743.T,丹青社,1,1423.0,453600
プライム（内国株式）,9744.T,メイテックグループホールディングス,1,3340.0,404500
プライム（内国株式）,9746.T,ＴＫＣ,4,4305.0,131900
スタンダード（内国株式）,9753.T,アイエックス・ナレッジ,1,1487.0,25700
プライム（内国株式）,9755.T,応用地質,4,2950.0,55600
プライム（内国株式）,9757.T,船井総研ホールディングス,1,2551.0,139200
プライム（内国株式）,9759.T,ＮＳＤ,4,3284.0,388300
スタンダード（内国株式）,9760.T,進学会ホールディングス,1,173.0,28300
スタンダード（内国株式）,9761.T,東海リース,1,2375.0,8400
スタンダード（内国株式）,9763.T,丸紅建材リース,1,3470.0,14000
プライム（内国株式）,9765.T,オオバ,1,1122.0,18400
プライム（内国株式）,9766.T,コナミグループ,3,21395.0,733800
スタンダード（内国株式）,9767.T,日建工学,1,1619.0,3200
スタンダード（内国株式）,9768.T,いであ,1,3270.0,9900
プライム（内国株式）,9769.T,学究社,3,2325.0,11700
スタンダード（内国株式）,9776.T,札幌臨床検査センター,1,1078.0,1300
スタンダード（内国株式）,9778.T,昴,4,6910.0,400
スタンダード（内国株式）,9780.T,ハリマビステム,4,866.0,3900
スタンダード（内国株式）,9782.T,ディーエムエス,3,3160.0,59400
プライム（内国株式）,9788.T,ナック,1,557.0,33000
プライム（内国株式）,9790.T,福井コンピュータホールディングス,1,3340.0,30800
