市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
スタンダード（内国株式）,1840.T,土屋ホールディングス,3,246.0,95500
スタンダード（内国株式）,1841.T,サンユー建設,1,1136.0,300
スタンダード（内国株式）,1844.T,大盛工業,1,1095.0,2160400
スタンダード（内国株式）,1847.T,イチケン,1,3660.0,19000
スタンダード（内国株式）,1848.T,富士ピー・エス,1,577.0,16300
グロース（内国株式）,184A.T,学びエイド,3,593.0,20100
スタンダード（内国株式）,1850.T,南海辰村建設,1,495.0,85800
プライム（内国株式）,1852.T,淺沼組,1,872.0,430000
スタンダード（内国株式）,1853.T,森組,1,325.0,34900
プライム（内国株式）,1860.T,戸田建設,1,1053.0,966300
プライム（内国株式）,1861.T,熊谷組,1,4890.0,174700
スタンダード（内国株式）,1866.T,北野建設,1,4585.0,3200
スタンダード（内国株式）,1867.T,植木組,2,2434.0,28500
グロース（内国株式）,186A.T,アストロスケールホールディングス,1,695.0,6523600
プライム（内国株式）,1870.T,矢作建設工業,1,2292.0,179800
プライム（内国株式）,1871.T,ピーエス・コンストラクション,3,1820.0,77500
プライム（内国株式）,1873.T,日本ハウスホールディングス,3,311.0,89400
プライム（内国株式）,1878.T,大東建託,1,16570.0,629100
プライム（内国株式）,1879.T,新日本建設,2,1849.0,114500
プライム（内国株式）,1882.T,東亜道路工業,2,1614.0,670500
プライム（内国株式）,1884.T,日本道路,3,2508.0,52200
プライム（内国株式）,1885.T,東亜建設工業,2,2150.0,413200
プライム（内国株式）,1887.T,日本国土開発,1,509.0,259700
プライム（内国株式）,1888.T,若築建設,3,5270.0,17800
ETF・ETN,188A.T,グローバルＸ　インド・トップ１０＋　ＥＴＦ,1,957.0,32740
プライム（内国株式）,1890.T,東洋建設,1,1749.0,574600
プライム（内国株式）,1893.T,五洋建設,1,1157.0,3112900
スタンダード（内国株式）,1897.T,金下建設,1,2903.0,1200
プライム（内国株式）,1898.T,世紀東急工業,2,1550.0,134300
プライム（内国株式）,1899.T,福田組,1,6570.0,26200
グロース（内国株式）,189A.T,Ｄ＆Ｍカンパニー,1,1081.0,34000
スタンダード（内国株式）,1904.T,大成温調,1,4315.0,8000
スタンダード（内国株式）,1905.T,テノックス,1,1377.0,6100
スタンダード（内国株式）,1909.T,日本ドライケミカル,1,7280.0,37100
グロース（内国株式）,190A.T,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,4,147.0,441100
プライム（内国株式）,1911.T,住友林業,1,1758.0,4716500
スタンダード（内国株式）,1914.T,日本基礎技術,4,644.0,78700
PRO Market,191A.T,ミモザ,4,1897.0,0
スタンダード（内国株式）,1921.T,巴コーポレーション,5,1511.0,15300
プライム（内国株式）,1925.T,大和ハウス工業,1,5414.0,3011600
プライム（内国株式）,1926.T,ライト工業,1,3355.0,289500
プライム（内国株式）,1928.T,積水ハウス,1,3406.0,3172800
プライム（内国株式）,1929.T,日特建設,1,1269.0,104800
グロース（内国株式）,192A.T,インテグループ,4,2179.0,6700
プライム（内国株式）,1930.T,北陸電気工事,1,1525.0,56200
プライム（内国株式）,1934.T,ユアテック,2,2651.0,163500
プライム（内国株式）,1938.T,日本リーテック,2,1983.0,56000
プライム（内国株式）,1939.T,四電工,2,1368.0,147600
プライム（内国株式）,1941.T,中電工,1,3960.0,114500
プライム（内国株式）,1942.T,関電工,1,4154.0,1848600
プライム（内国株式）,1944.T,きんでん,1,5256.0,503800
プライム（内国株式）,1945.T,東京エネシス,2,1688.0,202700
プライム（内国株式）,1946.T,トーエネック,2,1412.0,147200
スタンダード（内国株式）,1948.T,弘電社,1,2592.0,12000
プライム（内国株式）,1949.T,住友電設,4,6580.0,71100
グロース（内国株式）,194A.T,ＷＯＬＶＥＳ　ＨＡＮＤ,1,1031.0,74100
プライム（内国株式）,1950.T,日本電設工業,6,2810.0,108400
プライム（内国株式）,1951.T,エクシオグループ,1,2183.5,698700
プライム（内国株式）,1952.T,新日本空調,2,3115.0,186100
プライム（内国株式）,1959.T,九電工,1,7217.0,289700
グロース（内国株式）,195A.T,ライスカレー,2,987.0,3100
スタンダード（内国株式）,1960.T,サンテック,2,994.0,11200
プライム（内国株式）,1961.T,三機工業,1,5140.0,316900
プライム（内国株式）,1963.T,日揮ホールディングス,1,1462.0,1355700
プライム（内国株式）,1964.T,中外炉工業,1,4245.0,40500
スタンダード（内国株式）,1965.T,テクノ菱和,1,4945.0,641400
スタンダード（内国株式）,1966.T,高田工業所,1,1592.0,9300
スタンダード（内国株式）,1967.T,ヤマト,1,2098.0,36200
プライム（内国株式）,1968.T,太平電業,3,6220.0,46400
プライム（内国株式）,1969.T,高砂熱学工業,2,8572.0,435800
グロース（内国株式）,196A.T,ＭＦＳ,4,314.0,94500
スタンダード（内国株式）,1972.T,三晃金属工業,2,7720.0,36000
プライム（内国株式）,1975.T,朝日工業社,1,3130.0,799700
プライム（内国株式）,1976.T,明星工業,1,1668.0,87100
プライム（内国株式）,1979.T,大氣社,2,2896.0,220200
スタンダード（内国株式）,197A.T,タウンズ,1,570.0,411700
プライム（内国株式）,1980.T,ダイダン,1,6210.0,224200
スタンダード（内国株式）,1981.T,協和日成,2,1540.0,1900
プライム（内国株式）,1982.T,日比谷総合設備,1,4575.0,27500
グロース（内国株式）,198A.T,ＰｏｓｔＰｒｉｍｅ,4,493.0,33900
スタンダード（内国株式）,1992.T,神田通信機,4,2650.0,100
スタンダード（内国株式）,1994.T,高橋カーテンウォール工業,1,507.0,25200
スタンダード（内国株式）,1997.T,暁飯島工業,1,3150.0,6900
プライム（内国株式）,2001.T,ニップン,1,2371.0,454300
プライム（内国株式）,2002.T,日清製粉グループ本社,1,1834.0,926200
スタンダード（内国株式）,2003.T,日東富士製粉,4,7110.0,5000
プライム（内国株式）,2004.T,昭和産業,1,3110.0,50800
スタンダード（内国株式）,2009.T,鳥越製粉,1,1038.0,96600
ETF・ETN,200A.T,ＮＥＸＴ　ＦＵＮＤＳ　日経半導体株指数連動型上場投信,1,1961.0,1404282
ETF・ETN,2011.T,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本高配当株式,1,681.0,22380
ETF・ETN,2012.T,ｉシェアーズ　米国債０－３ヶ月　ＥＴＦ,1,217.3000030517578,38630
ETF・ETN,2013.T,ｉシェアーズ　米国高配当株　ＥＴＦ,1,242.8000030517578,56010
ETF・ETN,2014.T,ｉシェアーズ　米国連続増配株　ＥＴＦ,1,255.1999969482422,55410
ETF・ETN,2015.T,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジなし）,1,2051.0,30883
ETF・ETN,2016.T,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジあり）,1,1882.0,84130
ETF・ETN,2017.T,ｉＦｒｅｅＥＴＦ　ＪＰＸプライム１５０,1,1215.0,48958
ETF・ETN,2018.T,グローバルＸ　ＵＳ　ＲＥＩＴ・トップ２０　ＥＴＦ,1,1089.0,461
ETF・ETN,2019.T,グローバルＸ　米国優先証券　ＥＴＦ（隔月分配型）,1,1013.0,5805
ETF・ETN,201A.T,ｉシェアーズ　Ｎｉｆｔｙ　５０　インド株　ＥＴＦ,6,191.1999969482422,815000
グロース（内国株式）,202A.T,豆蔵デジタルホールディングス,5,1833.0,141200
ETF・ETN,2034.T,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ベア　ＥＴＮ,4,5471.0,421
ETF・ETN,2038.T,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ダブル・ブル　ＥＴＮ,4,1467.0,60876
ETF・ETN,2039.T,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ベア　ＥＴＮ,4,905.0,16395
ETF・ETN,2042.T,ＮＥＸＴ　ＮＯＴＥＳ　東証グロース市場２５０　ＥＴＮ,2,8133.0,1062
ETF・ETN,2044.T,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　配当貴族（ネットリターン）　ＥＴＮ,3,29360.0,175
ETF・ETN,2046.T,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ダブル・ブル　ＥＴＮ,6,29690.0,1606
ETF・ETN,2047.T,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ベア　ＥＴＮ,4,3249.0,38
ETF・ETN,2050.T,ＮＥＸＴ　ＮＯＴＥＳ　ニッチトップ　中小型日本株（ネットリターン）ＥＴＮ,1,24320.0,2
プライム（内国株式）,2053.T,中部飼料,1,1757.0,107900
スタンダード（内国株式）,2055.T,日和産業,1,327.0,14500
グロース（内国株式）,205A.T,ロゴスホールディングス,6,1401.0,19700
プライム（内国株式）,2060.T,フィード・ワン,1,1147.0,148400
グロース（内国株式）,206A.T,ＰＲＩＳＭ　ＢｉｏＬａｂ,4,173.0,77400
ETF・ETN,2070.T,スマートＥＳＧ３０女性活躍（ネットリターン）ＥＴＮ,1,13580.0,0
ETF・ETN,2071.T,スマートＥＳＧ３０総合（ネットリターン）ＥＴＮ,1,17470.0,1
ETF・ETN,2072.T,トップシェアインデックス（ネットリターン）ＥＴＮ,1,14730.0,305
ETF・ETN,2073.T,スマートＥＳＧ３０低カーボンリスク（ネットリターン）ＥＴＮ,1,15790.0,0
ETF・ETN,2080.T,ＰＢＲ１倍割れ解消推進ＥＴＦ,1,1398.0,80118
ETF・ETN,2081.T,政策保有解消推進ＥＴＦ,1,1498.0,3135
ETF・ETN,2082.T,投資家経営者一心同体ＥＴＦ,1,1212.0,37
ETF・ETN,2083.T,ＮＥＸＴ　ＦＵＮＤＳ　日本成長株アクティブ上場投信,1,2562.0,7803
ETF・ETN,2084.T,ＮＥＸＴ　ＦＵＮＤＳ　日本高配当株アクティブ上場投信,1,2702.0,32263
ETF・ETN,2085.T,ＭＡＸＩＳ高配当日本株アクティブ上場投信,1,627.0,24560
ETF・ETN,2088.T,ＮＺＡＭ　上場投信　ＮＹダウ３０（為替ヘッジあり）,1,2404.5,310
ETF・ETN,2089.T,ＮＺＡＭ　上場投信　ＤＡＸ（為替ヘッジあり）,4,2696.0,58250
スタンダード（内国株式）,208A.T,構造計画研究所ホールディングス,1,3445.0,7900
ETF・ETN,2090.T,ＮＺＡＭ　上場投信　米国国債７－１０年（為替ヘッジあり）,1,4620.0,1510
ETF・ETN,2091.T,ＮＺＡＭ　上場投信　ドイツ国債７－１０年（為替ヘッジあり）,4,4732.0,490
ETF・ETN,2092.T,ＮＺＡＭ　上場投信　フランス国債７－１０年（為替ヘッジあり）,4,4770.0,540
ETF・ETN,2093.T,上場Ｔｒａｃｅｒｓ　米国債０－２年ラダー（為替ヘッジなし）,1,4933.0,83
ETF・ETN,2094.T,東証ＲＥＩＴインバースＥＴＦ,4,805.0,316893
ETF・ETN,2095.T,グローバルＸ　Ｓ＆Ｐ５００配当貴族　ＥＴＦ（為替ヘッジあり）,3,1094.0,14468
ETF・ETN,2096.T,グローバルＸ　オフィス・Ｊ－ＲＥＩＴ　ＥＴＦ,1,1131.0,481
ETF・ETN,2097.T,グローバルＸ　レジデンシャル・Ｊ－ＲＥＩＴ　ＥＴＦ,1,1038.0,570
ETF・ETN,2098.T,グローバルＸ　ホテル＆リテール・Ｊ－ＲＥＩＴ　ＥＴＦ,1,1108.0,14833
プライム（内国株式）,2108.T,日本甜菜製糖,1,2908.0,40600
プライム（内国株式）,2109.T,ＤＭ三井製糖,1,3315.0,52100
ETF・ETN,210A.T,ｉＦｒｅｅＥＴＦ　日経高利回りＲＥＩＴ指数,1,1686.0,4435
スタンダード（内国株式）,2112.T,塩水港精糖,1,438.0,323200
スタンダード（内国株式）,2114.T,フジ日本,1,1155.0,15700
プライム（内国株式）,2117.T,ウェルネオシュガー,1,2646.0,43800
スタンダード（内国株式）,211A.T,カドス・コーポレーション,5,4655.0,10900
プライム（内国株式）,2120.T,ＬＩＦＵＬＬ,2,212.0,974200
プライム（内国株式）,2121.T,ＭＩＸＩ,5,3300.0,455100
スタンダード（内国株式）,2122.T,インタースペース,1,1400.0,246800
プライム（内国株式）,2124.T,ジェイエイシーリクルートメント,3,1074.0,383700
プライム（内国株式）,2127.T,日本Ｍ＆Ａセンターホールディングス,1,771.5999755859375,2010700
スタンダード（内国株式）,212A.T,フィットイージー,1,3400.0,191800
プライム（内国株式）,2130.T,メンバーズ,4,1258.0,31300
スタンダード（内国株式）,2134.T,北浜キャピタルパートナーズ,4,51.0,12199100
スタンダード（内国株式）,2136.T,ヒップ,1,1375.0,10000
スタンダード（内国株式）,2138.T,クルーズ,4,604.0,13200
スタンダード（内国株式）,2139.T,中広,4,443.0,6200
ETF・ETN,213A.T,上場インデックスファンド日経半導体株,1,181.5,1354150
プライム（内国株式）,2146.T,ＵＴグループ,1,2753.0,400000
プライム（内国株式）,2148.T,アイティメディア,1,1701.0,76300
プライム（内国株式）,2150.T,ケアネット,1,1128.0,217300
スタンダード（内国株式）,2152.T,幼児活動研究会,3,1385.0,4200
プライム（内国株式）,2153.T,Ｅ・Ｊホールディングス,2,1788.0,71600
プライム（内国株式）,2154.T,オープンアップグループ,3,1765.0,342700
スタンダード（内国株式）,2156.T,セーラー広告,3,368.0,34100
プライム（内国株式）,2157.T,コシダカホールディングス,1,1437.0,291000
グロース（内国株式）,2158.T,ＦＲＯＮＴＥＯ,1,910.0,3082300
グロース（内国株式）,215A.T,タイミー,4,1501.0,9760000
グロース（内国株式）,2160.T,ジーエヌアイグループ,4,2577.0,1403900
スタンダード（内国株式）,2162.T,ｎｍｓ　ホールディングス,4,461.0,68800
プライム（内国株式）,2163.T,アルトナー,1,2009.0,28000
グロース（内国株式）,2164.T,地域新聞社,2,673.0,21200
プライム（内国株式）,2168.T,パソナグループ,1,2183.0,126700
スタンダード（内国株式）,2169.T,ＣＤＳ,1,1796.0,4100
プライム（内国株式）,2170.T,リンクアンドモチベーション,3,534.0,432600
グロース（内国株式）,2173.T,博展,1,675.0,23900
プライム（内国株式）,2175.T,エス・エム・エス,1,1606.5,455200
スタンダード（内国株式）,2179.T,成学社,3,770.0,1300
スタンダード（内国株式）,2180.T,サニーサイドアップグループ,1,751.0,41000
プライム（内国株式）,2181.T,パーソルホールディングス,4,278.6000061035156,6829200
スタンダード（内国株式）,2183.T,リニカル,1,344.0,8300
スタンダード（内国株式）,2185.T,シイエム・シイ,1,1731.0,9200
スタンダード（内国株式）,2186.T,ソーバル,4,921.0,2200
グロース（内国株式）,218A.T,Ｌｉｂｅｒａｗａｒｅ,1,2635.0,2907600
スタンダード（内国株式）,2193.T,クックパッド,4,174.0,464300
グロース（内国株式）,2195.T,アミタホールディングス,4,350.0,7800
スタンダード（内国株式）,2196.T,エスクリ,4,227.0,49600
プライム（内国株式）,2198.T,アイ・ケイ・ケイホールディングス,3,789.0,72000
グロース（内国株式）,219A.T,Ｈｅａｒｔｓｅｅｄ,1,3670.0,1086500
プライム（内国株式）,2201.T,森永製菓,1,2642.0,624700
スタンダード（内国株式）,2204.T,中村屋,1,3155.0,5800
プライム（内国株式）,2206.T,江崎グリコ,1,5222.0,176600
プライム（内国株式）,2207.T,名糖産業,1,2251.0,45400
スタンダード（内国株式）,2208.T,ブルボン,5,2552.0,10300
プライム（内国株式）,2209.T,井村屋グループ,1,2608.0,20400
スタンダード（内国株式）,220A.T,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,1,1124.0,2800
プライム（内国株式）,2211.T,不二家,1,2613.0,28900
プライム（内国株式）,2212.T,山崎製パン,2,3344.0,1005600
スタンダード（内国株式）,2215.T,第一屋製パン,1,611.0,22700
スタンダード（内国株式）,2216.T,カンロ,1,2276.0,1212700
プライム（内国株式）,2217.T,モロゾフ,6,1578.0,43200
ETF・ETN,221A.T,ＭＡＸＩＳ日経半導体株上場投信,1,512.7999877929688,425910
プライム（内国株式）,2220.T,亀田製菓,1,4335.0,74100
スタンダード（内国株式）,2221.T,岩塚製菓,1,3220.0,7600
プライム（内国株式）,2222.T,寿スピリッツ,4,1813.0,860600
スタンダード（内国株式）,2224.T,コモ,1,3325.0,2500
スタンダード（内国株式）,2226.T,湖池屋,1,4985.0,7600
プライム（内国株式）,2229.T,カルビー,1,3017.0,449400
ETF・ETN,2235.T,上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし,1,2975.0,4493
ETF・ETN,2236.T,グローバルＸ　Ｓ＆Ｐ５００配当貴族ＥＴＦ,3,1242.0,15772
ETF・ETN,2237.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,1,100150.0,478
ETF・ETN,2238.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,4,5972.0,1306
ETF・ETN,2239.T,上場インデックスファンドＳ＆Ｐ５００先物レバレッジ２倍,1,21770.0,2740
ETF・ETN,223A.T,グローバルＸ　ＡＩ＆ビッグデータ　ＥＴＦ,1,1292.0,13840
ETF・ETN,2240.T,上場インデックスファンドＳ＆Ｐ５００先物インバース,4,6052.0,1411
ETF・ETN,2241.T,ＭＡＸＩＳ　ＮＹダウ上場投信,1,761.5,50310
ETF・ETN,2242.T,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,1,611.7999877929688,6480
ETF・ETN,2243.T,グローバルＸ　半導体　ＥＴＦ,1,2213.0,129627
ETF・ETN,2244.T,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,1,2837.0,260413
ETF・ETN,2247.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,1,1838.0,8996
ETF・ETN,2248.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,1,2459.0,31292
ETF・ETN,2249.T,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００ダブルインバース,4,12495.0,5263
ETF・ETN,224A.T,グローバルＸ　ウラニウムビジネス　ＥＴＦ,1,1516.0,21759
ETF・ETN,2250.T,ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,1,277.1000061035156,3570
ETF・ETN,2251.T,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,1,810.0,60230
ETF・ETN,2252.T,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　米国中小型　Ｍｏａｔ　ＥＴＦ,1,1236.0,17147
