市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
スタンダード（内国株式）,4712.T,ＫｅｙＨｏｌｄｅｒ,5,740.0,10800
プライム（内国株式）,4714.T,リソー教育,4,217.0,276300
スタンダード（内国株式）,4716.T,日本オラクル,4,16575.0,141100
プライム（内国株式）,4718.T,早稲田アカデミー,1,2602.0,67300
プライム（内国株式）,4719.T,アルファシステムズ,1,3615.0,7500
スタンダード（内国株式）,4720.T,城南進学研究社,4,228.0,2700
プライム（内国株式）,4722.T,フューチャー,1,2379.0,131900
プライム（内国株式）,4725.T,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,1,2069.0,15700
スタンダード（内国株式）,4728.T,トーセ,1,683.0,5300
プライム（内国株式）,4732.T,ユー・エス・エス,1,1698.5,1114700
プライム（内国株式）,4733.T,オービックビジネスコンサルタント,1,8828.0,60200
スタンダード（内国株式）,4735.T,京進,4,314.0,4600
スタンダード（内国株式）,4736.T,日本ラッド,4,722.0,62300
プライム（内国株式）,4743.T,アイティフォー,1,1542.0,68300
スタンダード（内国株式）,4745.T,東京個別指導学院,1,363.0,35100
スタンダード（内国株式）,4746.T,東計電算,1,4140.0,19600
スタンダード（内国株式）,4750.T,ダイサン,6,568.0,4400
プライム（内国株式）,4751.T,サイバーエージェント,1,1550.0,4631500
スタンダード（内国株式）,4752.T,昭和システムエンジニアリング,2,1450.0,1000
スタンダード（内国株式）,4754.T,トスネット,1,1509.0,2300
プライム（内国株式）,4755.T,楽天グループ,4,755.0999755859375,15350800
スタンダード（内国株式）,4760.T,アルファ,1,2391.0,3000
スタンダード（内国株式）,4761.T,さくらケーシーエス,1,1462.0,17900
スタンダード（内国株式）,4762.T,エックスネット,1,1369.0,1000
プライム（内国株式）,4763.T,クリーク・アンド・リバー社,3,1486.0,24000
プライム（内国株式）,4765.T,ＳＢＩグローバルアセットマネジメント,4,629.0,61300
スタンダード（内国株式）,4766.T,ピーエイ,1,293.0,5100
スタンダード（内国株式）,4767.T,テー・オー・ダブリュー,1,323.0,108700
プライム（内国株式）,4768.T,大塚商会,1,3204.0,1632600
スタンダード（内国株式）,4769.T,ＩＣ,6,1025.0,500
スタンダード（内国株式）,4771.T,エフアンドエム,1,2647.0,21400
グロース（内国株式）,4772.T,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,2,113.0,538800
プライム（内国株式）,4776.T,サイボウズ,1,4055.0,297400
スタンダード（内国株式）,4777.T,ガーラ,1,241.0,38500
スタンダード（内国株式）,4783.T,ＮＣＤ,1,2995.0,24800
プライム（内国株式）,4784.T,ＧＭＯインターネット,4,1630.0,5283300
プライム（内国株式）,4792.T,山田コンサルティンググループ,1,1682.0,111900
スタンダード（内国株式）,4800.T,オリコン,1,786.0,13800
プライム（内国株式）,4801.T,セントラルスポーツ,1,2584.0,24700
プライム（内国株式）,4809.T,パラカ,1,1936.0,7600
グロース（内国株式）,4811.T,ドリーム・アーツ,1,3935.0,18000
プライム（内国株式）,4812.T,電通総研,6,6720.0,185800
プライム（内国株式）,4813.T,ＡＣＣＥＳＳ,5,771.0,215400
スタンダード（内国株式）,4814.T,ネクストウェア,1,168.0,45000
スタンダード（内国株式）,4816.T,東映アニメーション,1,3330.0,261700
プライム（内国株式）,4819.T,デジタルガレージ,4,3540.0,367700
プライム（内国株式）,4820.T,イーエムシステムズ,1,776.0,85500
プライム（内国株式）,4825.T,ウェザーニューズ,1,4520.0,101600
プライム（内国株式）,4826.T,ＣＩＪ,1,491.0,71600
プライム（内国株式）,4828.T,ビジネスエンジニアリング,1,5090.0,6200
スタンダード（内国株式）,4829.T,日本エンタープライズ,1,119.0,168200
スタンダード（内国株式）,4832.T,ＪＦＥシステムズ,1,2024.0,36100
グロース（内国株式）,4833.T,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,4,95.0,239800
スタンダード（内国株式）,4838.T,スペースシャワーＳＫＩＹＡＫＩホールディングス,1,554.0,15800
プライム（内国株式）,4839.T,ＷＯＷＯＷ,1,1563.0,426500
グロース（内国株式）,4840.T,トライアイズ,1,384.0,32400
プライム（内国株式）,4845.T,スカラ,1,432.0,40000
プライム（内国株式）,4847.T,インテリジェント　ウェイブ,6,1105.0,53800
プライム（内国株式）,4848.T,フルキャストホールディングス,6,1719.0,60700
プライム（内国株式）,4849.T,エン・ジャパン,1,1753.0,144700
スタンダード（外国株式）,4875.T,メディシノバ・インク,1,206.0,81100
プライム（内国株式）,4880.T,セルソース,4,683.0,37400
グロース（内国株式）,4881.T,ファンペップ,6,112.0,293200
グロース（内国株式）,4882.T,ペルセウスプロテオミクス,4,409.0,151000
グロース（内国株式）,4883.T,モダリス,1,92.0,595800
グロース（内国株式）,4884.T,クリングルファーマ,4,504.0,128000
スタンダード（内国株式）,4885.T,室町ケミカル,4,747.0,4900
プライム（内国株式）,4886.T,あすか製薬ホールディングス,2,2328.0,168100
プライム（内国株式）,4887.T,サワイグループホールディングス,1,1960.0,239300
グロース（内国株式）,4888.T,ステラファーマ,1,420.0,98500
グロース（内国株式）,4889.T,レナサイエンス,1,2785.0,1040200
グロース（内国株式）,4890.T,坪田ラボ,4,376.0,39800
グロース（内国株式）,4891.T,ティムス,4,160.0,390900
グロース（内国株式）,4892.T,サイフューズ,4,670.0,44600
グロース（内国株式）,4893.T,ノイルイミューン・バイオテック,2,172.0,191500
グロース（内国株式）,4894.T,クオリプス,1,6140.0,112800
グロース（内国株式）,4896.T,ケイファーマ,4,725.0,34300
プライム（内国株式）,4901.T,富士フイルムホールディングス,6,3123.0,2159200
プライム（内国株式）,4902.T,コニカミノルタ,1,486.8999938964844,3932000
プライム（内国株式）,4911.T,資生堂,3,2401.5,2310000
プライム（内国株式）,4912.T,ライオン,6,1488.0,833900
プライム（内国株式）,4914.T,高砂香料工業,1,7410.0,29000
プライム（内国株式）,4917.T,マンダム,1,1470.0,118700
スタンダード（内国株式）,4918.T,アイビー化粧品,5,325.0,14500
プライム（内国株式）,4919.T,ミルボン,1,2550.0,172800
スタンダード（内国株式）,4920.T,日本色材工業研究所,2,1052.0,1000
プライム（内国株式）,4922.T,コーセー,1,5832.0,180800
プライム（内国株式）,4923.T,コタ,4,1434.0,24100
スタンダード（内国株式）,4925.T,ハーバー研究所,5,1671.0,800
スタンダード（内国株式）,4926.T,シーボン,1,1179.0,1100
プライム（内国株式）,4927.T,ポーラ・オルビスホールディングス,6,1295.5,446500
プライム（内国株式）,4928.T,ノエビアホールディングス,1,4670.0,50700
スタンダード（内国株式）,4929.T,アジュバンホールディングス,4,757.0,8300
プライム（内国株式）,4931.T,新日本製薬,6,2323.0,101000
スタンダード（内国株式）,4932.T,アルマード,1,1140.0,28600
プライム（内国株式）,4933.T,Ｉ－ｎｅ,1,1677.0,33500
グロース（内国株式）,4934.T,プレミアアンチエイジング,4,871.0,17600
スタンダード（内国株式）,4935.T,リベルタ,1,3170.0,419600
プライム（内国株式）,4936.T,アクシージア,3,433.0,51600
グロース（内国株式）,4937.T,Ｗａｑｏｏ,1,1243.0,1257700
プライム（内国株式）,4951.T,エステー,1,1615.0,25600
プライム（内国株式）,4956.T,コニシ,1,1242.0,45400
スタンダード（内国株式）,4957.T,ヤスハラケミカル,1,861.0,9300
プライム（内国株式）,4958.T,長谷川香料,2,2948.0,117700
スタンダード（内国株式）,4960.T,ケミプロ化成,1,282.0,3600
スタンダード（内国株式）,4966.T,上村工業,1,9880.0,16800
プライム（内国株式）,4967.T,小林製薬,6,5300.0,170200
プライム（内国株式）,4968.T,荒川化学工業,1,1148.0,56000
スタンダード（内国株式）,4970.T,東洋合成工業,1,5130.0,28900
プライム（内国株式）,4971.T,メック,1,2816.0,123200
スタンダード（内国株式）,4972.T,綜研化学,1,1724.0,81700
プライム（内国株式）,4973.T,日本高純度化学,1,3195.0,3300
プライム（内国株式）,4974.T,タカラバイオ,1,916.0,273400
プライム（内国株式）,4975.T,ＪＣＵ,1,3590.0,35900
スタンダード（内国株式）,4976.T,東洋ドライルーブ,1,4075.0,3500
スタンダード（内国株式）,4977.T,新田ゼラチン,1,917.0,53700
グロース（内国株式）,4978.T,リプロセル,1,215.0,1167300
スタンダード（内国株式）,4979.T,ＯＡＴアグリオ,1,2372.0,22000
プライム（内国株式）,4980.T,デクセリアルズ,1,2133.0,530800
プライム（内国株式）,4985.T,アース製薬,6,4955.0,33200
スタンダード（内国株式）,4990.T,昭和化学工業,1,472.0,200
スタンダード（内国株式）,4992.T,北興化学工業,1,1501.0,65000
スタンダード（内国株式）,4994.T,大成ラミックグループ,1,2577.0,3900
プライム（内国株式）,4996.T,クミアイ化学工業,1,829.0,298600
プライム（内国株式）,4997.T,日本農薬,1,902.0,86200
スタンダード（内国株式）,4998.T,フマキラー,1,1133.0,22100
スタンダード（内国株式）,5009.T,富士興産,1,1233.0,5200
スタンダード（内国株式）,5010.T,日本精蝋,1,195.0,170200
プライム（内国株式）,5011.T,ニチレキグループ,1,3040.0,68700
スタンダード（内国株式）,5013.T,ユシロ,1,2153.0,15200
スタンダード（内国株式）,5015.T,ビーピー・カストロール,1,846.0,10100
プライム（内国株式）,5016.T,ＪＸ金属,1,885.0,7039800
プライム（内国株式）,5017.T,富士石油,1,338.0,319700
スタンダード（内国株式）,5018.T,ＭＯＲＥＳＣＯ,1,1318.0,20600
プライム（内国株式）,5019.T,出光興産,1,961.7999877929688,3026100
プライム（内国株式）,5020.T,ＥＮＥＯＳホールディングス,1,783.0,8876900
プライム（内国株式）,5021.T,コスモエネルギーホールディングス,1,6702.0,189200
グロース（内国株式）,5025.T,マーキュリー,1,700.0,200
グロース（内国株式）,5026.T,トリプルアイズ,3,1129.0,56500
グロース（内国株式）,5027.T,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,1,581.0,250200
グロース（内国株式）,5028.T,セカンドサイトアナリティカ,1,521.0,79900
グロース（内国株式）,5029.T,サークレイス,4,1304.0,19900
グロース（内国株式）,5031.T,モイ,1,252.0,5500
プライム（内国株式）,5032.T,ＡＮＹＣＯＬＯＲ,1,4865.0,333400
グロース（内国株式）,5033.T,ヌーラボ,6,911.0,23500
グロース（内国株式）,5034.T,ｕｎｅｒｒｙ,1,2731.0,136000
グロース（内国株式）,5035.T,ＨＯＵＳＥＩ,1,497.0,4300
スタンダード（内国株式）,5036.T,日本ビジネスシステムズ,6,1469.0,31300
グロース（内国株式）,5038.T,ｅＷｅＬＬ,5,2375.0,22400
グロース（内国株式）,5070.T,ドラフト,1,571.0,30300
スタンダード（内国株式）,5071.T,ヴィス,1,1310.0,4200
プライム（内国株式）,5074.T,テスホールディングス,1,464.0,753400
プライム（内国株式）,5076.T,インフロニア・ホールディングス,1,1303.5,655100
プライム（内国株式）,50765.T,インフロニア・ホールディングス第１回社債型種類株式,4,4611.0,800
スタンダード（内国株式）,5078.T,セレコーポレーション,1,5710.0,800
スタンダード（内国株式）,5079.T,ノバック,1,2656.0,8900
プライム（内国株式）,5101.T,横浜ゴム,1,4450.0,532200
スタンダード（内国株式）,5103.T,昭和ホールディングス,1,53.0,111300
プライム（内国株式）,5105.T,ＴＯＹＯ　ＴＩＲＥ,1,3286.0,490200
プライム（内国株式）,5108.T,ブリヂストン,1,6204.0,1009000
プライム（内国株式）,5110.T,住友ゴム工業,1,1739.0,1056300
プライム（内国株式）,5121.T,藤倉コンポジット,1,1627.0,71500
プライム（内国株式）,5122.T,オカモト,1,5100.0,11100
グロース（内国株式）,5125.T,ファインズ,1,620.0,22300
グロース（内国株式）,5126.T,ポーターズ,2,1963.0,100
グロース（内国株式）,5129.T,ＦＩＸＥＲ,1,547.0,8900
グロース（内国株式）,5131.T,リンカーズ,1,186.0,73800
グロース（内国株式）,5132.T,ｐｌｕｓｚｅｒｏ,6,3445.0,140000
スタンダード（内国株式）,5133.T,テリロジーホールディングス,5,369.0,34000
グロース（内国株式）,5134.T,ＰＯＰＥＲ,6,1201.0,15700
グロース（内国株式）,5136.T,ｔｒｉｐｌａ,4,2193.0,26100
グロース（内国株式）,5137.T,スマートドライブ,1,449.0,166200
グロース（内国株式）,5138.T,Ｒｅｂａｓｅ,1,1465.0,25300
グロース（内国株式）,5139.T,オープンワーク,6,1056.0,37900
プライム（内国株式）,5142.T,アキレス,5,1116.0,16200
スタンダード（内国株式）,5161.T,西川ゴム工業,1,2891.0,119600
スタンダード（内国株式）,5162.T,朝日ラバー,1,626.0,2800
スタンダード（内国株式）,5184.T,ニチリン,1,3595.0,14800
プライム（内国株式）,5185.T,フコク,1,1783.0,47300
プライム（内国株式）,5186.T,ニッタ,1,3915.0,50300
スタンダード（内国株式）,5187.T,クリエートメディック,1,976.0,63500
スタンダード（内国株式）,5189.T,櫻護謨,1,2020.0,2100
プライム（内国株式）,5191.T,住友理工,1,1926.0,120600
プライム（内国株式）,5192.T,三ツ星ベルト,1,3675.0,66900
スタンダード（内国株式）,5194.T,相模ゴム工業,2,915.0,1300
プライム（内国株式）,5195.T,バンドー化学,1,1839.0,21600
スタンダード（内国株式）,5199.T,不二ラテックス,1,1920.0,3300
プライム（内国株式）,5201.T,ＡＧＣ,1,4578.0,1484800
プライム（内国株式）,5202.T,日本板硝子,1,534.0,1141700
スタンダード（内国株式）,5204.T,石塚硝子,1,2687.0,3200
プライム（内国株式）,5208.T,有沢製作所,1,1564.0,167400
スタンダード（内国株式）,5210.T,日本山村硝子,1,2739.0,29000
プライム（内国株式）,5214.T,日本電気硝子,1,4057.0,588900
スタンダード（内国株式）,5216.T,倉元製作所,2,225.0,376500
スタンダード（内国株式）,5218.T,オハラ,1,1173.0,38800
プライム（内国株式）,5232.T,住友大阪セメント,1,3815.0,915600
プライム（内国株式）,5233.T,太平洋セメント,1,3730.0,417600
スタンダード（内国株式）,5237.T,ノザワ,1,997.0,14000
グロース（内国株式）,5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,5,332.0,14000
グロース（内国株式）,5242.T,アイズ,4,1650.0,2400
グロース（内国株式）,5243.T,ｎｏｔｅ,4,1333.0,224900
グロース（内国株式）,5244.T,ｊｉｇ．ｊｐ,1,272.0,91200
グロース（内国株式）,5246.T,ＥＬＥＭＥＮＴＳ,5,1096.0,1174100
グロース（内国株式）,5247.T,ＢＴＭ,4,736.0,5000
グロース（内国株式）,5248.T,テクノロジーズ,4,776.0,56900
スタンダード（内国株式）,5250.T,プライム・ストラテジー,4,992.0,3700
グロース（内国株式）,5252.T,日本ナレッジ,4,1276.0,300
グロース（内国株式）,5253.T,カバー,1,2189.0,796800
グロース（内国株式）,5254.T,Ａｒｅｎｔ,6,4940.0,21700
グロース（内国株式）,5255.T,モンスターラボ,1,287.0,32247000
グロース（内国株式）,5256.T,Ｆｕｓｉｃ,1,2435.0,4000
スタンダード（内国株式）,5257.T,ノバシステム,4,2354.0,19700
グロース（内国株式）,5258.T,トランザクション・メディア・ネットワークス,1,528.0,325600
グロース（内国株式）,5259.T,ＢＢＤイニシアティブ,1,1475.0,18000
プライム（内国株式）,5261.T,リソルホールディングス,1,5200.0,4300
プライム（内国株式）,5262.T,日本ヒューム,1,2910.0,568200
スタンダード（内国株式）,5268.T,旭コンクリート工業,1,646.0,10000
プライム（内国株式）,5269.T,日本コンクリート工業,1,307.0,136400
スタンダード（内国株式）,5273.T,三谷セキサン,1,8680.0,10800
スタンダード（内国株式）,5279.T,日本興業,2,1290.0,3200
スタンダード（内国株式）,5280.T,ヨシコン,3,2137.0,6900
スタンダード（内国株式）,5282.T,ジオスター,1,308.0,18200
スタンダード（内国株式）,5283.T,高見澤,1,3190.0,1700
スタンダード（内国株式）,5284.T,ヤマウホールディングス,1,2123.0,11000
スタンダード（内国株式）,5285.T,ヤマックス,1,2065.0,61000
スタンダード（内国株式）,5287.T,イトーヨーギョー,1,820.0,55900
プライム（内国株式）,5288.T,アジアパイルホールディングス,1,1022.0,104400
スタンダード（内国株式）,5290.T,ベルテクスコーポレーション,1,2959.0,62000
プライム（内国株式）,5301.T,東海カーボン,1,1034.0,1105900
プライム（内国株式）,5302.T,日本カーボン,1,4155.0,45100
スタンダード（内国株式）,5304.T,ＳＥＣカーボン,1,2091.0,7500
プライム（内国株式）,5310.T,東洋炭素,1,4810.0,90500
プライム（内国株式）,5331.T,ノリタケ,1,4420.0,67100
プライム（内国株式）,5332.T,ＴＯＴＯ,1,3791.0,700800
プライム（内国株式）,5333.T,日本碍子,1,2063.5,1497800
プライム（内国株式）,5334.T,日本特殊陶業,2,4907.0,514500
スタンダード（内国株式）,5337.T,ダントーホールディングス,2,886.0,23700
スタンダード（内国株式）,5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス,4,341.0,3500
プライム（内国株式）,5344.T,ＭＡＲＵＷＡ,1,45260.0,107700
プライム（内国株式）,5351.T,品川リフラクトリーズ,1,1850.0,242800
プライム（内国株式）,5352.T,黒崎播磨,1,4120.0,1302200
スタンダード（内国株式）,5355.T,日本坩堝,1,603.0,7700
スタンダード（内国株式）,5356.T,美濃窯業,1,1146.0,12000
プライム（内国株式）,5357.T,ヨータイ,5,1721.0,32600
スタンダード（内国株式）,5363.T,東京窯業,1,600.0,52500
スタンダード（内国株式）,5367.T,ニッカトー,1,525.0,18800
スタンダード（内国株式）,5368.T,日本インシュレーション,1,1118.0,16100
スタンダード（内国株式）,5380.T,新東,1,1735.0,12200
スタンダード（内国株式）,5381.T,Ｍｉｐｏｘ,1,533.0,105100
プライム（内国株式）,5384.T,フジミインコーポレーテッド,1,2204.0,222500
スタンダード（内国株式）,5386.T,鶴弥,1,414.0,1300
スタンダード（内国株式）,5388.T,クニミネ工業,1,1073.0,4700
スタンダード（内国株式）,5391.T,エーアンドエーマテリアル,1,1236.0,9900
プライム（内国株式）,5393.T,ニチアス,1,5853.0,140900
プライム（内国株式）,5401.T,日本製鉄,1,2861.0,5551900
プライム（内国株式）,5406.T,神戸製鋼所,1,1663.0,1626200
プライム（内国株式）,5408.T,中山製鋼所,1,637.0,147800
プライム（内国株式）,5410.T,合同製鐵,1,3950.0,135300
プライム（内国株式）,5411.T,ＪＦＥホールディングス,3,1691.0,4206700
プライム（内国株式）,5423.T,東京製鐵,1,1620.0,273900
プライム（内国株式）,5440.T,共英製鋼,2,2145.0,65900
プライム（内国株式）,5444.T,大和工業,3,8847.0,239000
プライム（内国株式）,5445.T,東京鐵鋼,1,5620.0,74400
スタンダード（内国株式）,5446.T,北越メタル,4,1244.0,1300
スタンダード（内国株式）,5449.T,大阪製鐵,4,2555.0,37300
プライム（内国株式）,5451.T,淀川製鋼所,1,1180.0,224000
スタンダード（内国株式）,5458.T,高砂鐵工,1,944.0,800
プライム（内国株式）,5461.T,中部鋼鈑,1,2200.0,27900
プライム（内国株式）,5463.T,丸一鋼管,1,3728.0,101400
スタンダード（内国株式）,5464.T,モリ工業,1,911.0,22600
プライム（内国株式）,5471.T,大同特殊鋼,1,1190.5,921700
スタンダード（内国株式）,5476.T,日本高周波鋼業,1,415.0,17300
プライム（内国株式）,5480.T,日本冶金工業,1,4220.0,75900
プライム（内国株式）,5482.T,愛知製鋼,1,2335.0,616400
スタンダード（内国株式）,5484.T,東北特殊鋼,4,1923.0,1800
スタンダード（内国株式）,5491.T,日本金属,2,728.0,8300
PRO Market,5525.T,フロンティアホールディングス,1,1274.0,0
グロース（内国株式）,5527.T,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,1,553.0,165900
グロース（内国株式）,5532.T,リアルゲイト,1,2520.0,75500
スタンダード（内国株式）,5533.T,エリッツホールディングス,1,1798.0,100
プライム（内国株式）,5535.T,ミガロホールディングス,4,959.0,251700
プライム（内国株式）,5541.T,大平洋金属,1,1905.0,413500
スタンダード（内国株式）,5542.T,新報国マテリアル,1,819.0,18300
プライム（内国株式）,5563.T,新日本電工,1,291.0,2886900
グロース（内国株式）,5570.T,ジェノバ,4,675.0,10800
スタンダード（内国株式）,5571.T,エキサイトホールディングス,1,1295.0,1600
グロース（内国株式）,5572.T,Ｒｉｄｇｅ－ｉ,5,2622.0,26200
グロース（内国株式）,5574.T,ＡＢＥＪＡ,4,3525.0,175900
グロース（内国株式）,5575.T,Ｇｌｏｂｅｅ,3,920.0,2200
スタンダード（内国株式）,5576.T,オービーシステム,3,2814.0,4200
グロース（内国株式）,5577.T,アイデミー,4,732.0,14700
グロース（内国株式）,5578.T,ＡＲアドバンストテクノロジ,1,2912.0,9100
グロース（内国株式）,5580.T,プロディライト,1,1895.0,5400
グロース（内国株式）,5582.T,グリッド,5,2584.0,32500
グロース（内国株式）,5586.T,Ｌａｂｏｒｏ．ＡＩ,6,1178.0,61600
グロース（内国株式）,5587.T,インバウンドプラットフォーム,1,960.0,30600
グロース（内国株式）,5588.T,ファーストアカウンティング,4,1595.0,11200
スタンダード（内国株式）,5589.T,オートサーバー,5,2419.0,2800
グロース（内国株式）,5590.T,ネットスターズ,1,953.0,44200
グロース（内国株式）,5591.T,ＡＶＩＬＥＮ,5,1680.0,45600
グロース（内国株式）,5592.T,くすりの窓口,2,3170.0,28600
グロース（内国株式）,5595.T,ＱＰＳ研究所,4,2013.0,2756200
グロース（内国株式）,5596.T,アウトルックコンサルティング,1,1290.0,2900
グロース（内国株式）,5597.T,ブルーイノベーション,1,2795.0,6335800
グロース（内国株式）,5599.T,Ｓ＆Ｊ,6,1271.0,15000
プライム（内国株式）,5602.T,栗本鐵工所,1,7580.0,562200
スタンダード（内国株式）,5603.T,虹技,1,1183.0,2800
スタンダード（内国株式）,5609.T,日本鋳造,2,870.0,3700
スタンダード（内国株式）,5612.T,日本鋳鉄管,1,1488.0,34200
グロース（内国株式）,5616.T,雨風太陽,1,1249.0,23600
グロース（内国株式）,5618.T,ナイル,1,506.0,44600
グロース（内国株式）,5619.T,マーソ,1,1098.0,500
グロース（内国株式）,5621.T,ヒューマンテクノロジーズ,1,2262.0,49300
プライム（内国株式）,5631.T,日本製鋼所,1,9354.0,2333600
プライム（内国株式）,5632.T,三菱製鋼,1,1695.0,88500
スタンダード（内国株式）,5644.T,メタルアート,1,3695.0,3200
スタンダード（内国株式）,5658.T,日亜鋼業,1,315.0,68600
プライム（内国株式）,5659.T,日本精線,1,1097.0,32900
スタンダード（内国株式）,5660.T,神鋼鋼線工業,1,1418.0,1200
スタンダード（内国株式）,5695.T,パウダーテック,1,2170.0,1000
スタンダード（内国株式）,5697.T,サンユウ,1,523.0,68800
プライム（内国株式）,5698.T,エンビプロ・ホールディングス,2,496.0,23200
スタンダード（内国株式）,5699.T,イボキン,1,1470.0,3100
プライム（内国株式）,5702.T,大紀アルミニウム工業所,1,1077.0,124200
プライム（内国株式）,5703.T,日本軽金属ホールディングス,1,1807.0,284800
グロース（内国株式）,5704.T,ＪＭＣ,1,454.0,4800
プライム（内国株式）,5706.T,三井金属鉱業,1,6700.0,653200
プライム（内国株式）,5707.T,東邦亜鉛,1,759.0,124000
プライム（内国株式）,5711.T,三菱マテリアル,1,2374.0,789600
プライム（内国株式）,5713.T,住友金属鉱山,3,3513.0,2069500
プライム（内国株式）,5714.T,ＤＯＷＡホールディングス,1,5069.0,186400
プライム（内国株式）,5715.T,古河機械金属,1,2447.0,167600
スタンダード（内国株式）,5721.T,エス・サイエンス,4,116.0,4097800
スタンダード（内国株式）,5724.T,アサカ理研,2,1195.0,39500
プライム（内国株式）,5726.T,大阪チタニウムテクノロジーズ,1,1698.0,879400
プライム（内国株式）,5727.T,東邦チタニウム,1,1425.0,612400
スタンダード（内国株式）,5729.T,日本精鉱,1,8750.0,73100
プライム（内国株式）,5741.T,ＵＡＣＪ,1,6070.0,123900
スタンダード（内国株式）,5742.T,エヌアイシ・オートテック,1,776.0,13600
スタンダード（内国株式）,5753.T,日本伸銅,1,2081.0,1600
プライム（内国株式）,5757.T,ＣＫサンエツ,1,3925.0,9400
プライム（内国株式）,5801.T,古河電気工業,1,9764.0,8657300
プライム（内国株式）,5802.T,住友電気工業,1,3918.0,6741000
プライム（内国株式）,5803.T,フジクラ,1,10675.0,12327500
プライム（内国株式）,5805.T,ＳＷＣＣ,1,9090.0,160300
スタンダード（内国株式）,5816.T,オーナンバ,1,1003.0,25100
スタンダード（内国株式）,5817.T,ＪＭＡＣＳ,1,480.0,4800
スタンダード（内国株式）,5819.T,カナレ電気,1,1704.0,4200
スタンダード（内国株式）,5820.T,三ッ星,1,737.0,3300
プライム（内国株式）,5821.T,平河ヒューテック,1,1790.0,87200
プライム（内国株式）,5830.T,いよぎんホールディングス,1,1787.0,617800
プライム（内国株式）,5831.T,しずおかフィナンシャルグループ,1,1787.5,1003300
プライム（内国株式）,5832.T,ちゅうぎんフィナンシャルグループ,1,2001.5,333700
グロース（内国株式）,5834.T,ＳＢＩリーシングサービス,1,5030.0,62400
プライム（内国株式）,5838.T,楽天銀行,5,6730.0,1086500
グロース（内国株式）,5842.T,インテグラル,1,3560.0,53100
スタンダード（内国株式）,5843.T,ニッポンインシュア,1,2500.0,45600
プライム（内国株式）,5844.T,京都フィナンシャルグループ,1,2728.0,893800
スタンダード（内国株式）,5845.T,全保連,4,809.0,58600
プライム（内国株式）,5851.T,リョービ,1,2300.0,78700
プライム（内国株式）,5852.T,アーレスティ,1,830.0,104600
スタンダード（内国株式）,5856.T,エルアイイーエイチ,4,44.0,657100
プライム（内国株式）,5857.T,ＡＲＥホールディングス,3,1855.0,405600
グロース（内国株式）,5858.T,ＳＴＧ,1,1511.0,6500
グロース（内国株式）,5867.T,エスネットワークス,1,1183.0,3100
スタンダード（内国株式）,5868.T,ロココ,1,949.0,4100
スタンダード（内国株式）,5869.T,早稲田学習研究会,1,1064.0,35200
グロース（内国株式）,5870.T,ナルネットコミュニケーションズ,1,725.0,8000
スタンダード（内国株式）,5871.T,ＳＯＬＩＺＥ,1,1840.0,2000
グロース（内国株式）,5884.T,クラダシ,1,620.0,347200
スタンダード（内国株式）,5885.T,ジーデップ・アドバンス,1,3330.0,93200
グロース（内国株式）,5888.T,ＤＡＩＷＡ　ＣＹＣＬＥ,5,3825.0,2200
スタンダード（内国株式）,5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,4,2153.0,80600
スタンダード（内国株式）,5891.T,魁力屋,2,1980.0,13700
グロース（内国株式）,5892.T,ｙｕｔｏｒｉ,1,5240.0,169500
スタンダード（内国株式）,5900.T,ダイケン,3,807.0,1800
プライム（内国株式）,5901.T,東洋製罐グループホールディングス,1,3185.0,538600
プライム（内国株式）,5902.T,ホッカンホールディングス,1,2041.0,16200
スタンダード（内国株式）,5903.T,シンポ,3,1174.0,2900
スタンダード（内国株式）,5905.T,日本製罐,5,1409.0,400
スタンダード（内国株式）,5906.T,エムケー精工,1,526.0,34500
スタンダード（内国株式）,5909.T,コロナ,1,953.0,10500
プライム（内国株式）,5911.T,横河ブリッジホールディングス,1,2706.0,99200
スタンダード（内国株式）,5915.T,駒井ハルテック,6,1561.0,9300
スタンダード（内国株式）,5918.T,瀧上工業,4,6550.0,0
スタンダード（内国株式）,5921.T,川岸工業,1,4355.0,1300
スタンダード（内国株式）,5922.T,那須電機鉄工,1,13620.0,700
スタンダード（内国株式）,5923.T,高田機工,1,1142.0,5700
スタンダード（内国株式）,5928.T,アルメタックス,3,276.0,2400
プライム（内国株式）,5929.T,三和ホールディングス,4,4491.0,534200
プライム（内国株式）,5930.T,文化シヤッター,1,2642.0,332600
プライム（内国株式）,5932.T,三協立山,6,631.0,62500
プライム（内国株式）,5933.T,アルインコ,1,1068.0,26200
スタンダード（内国株式）,5936.T,東洋シヤッター,1,830.0,2800
プライム（内国株式）,5938.T,ＬＩＸＩＬ,1,1788.5,1329300
スタンダード（内国株式）,5939.T,大谷工業,1,5460.0,500
