市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
スタンダード（内国株式）,3559.T,ピーバンドットコム,1,534.0,32400
スタンダード（内国株式）,3560.T,ほぼ日,1,3385.0,5300
プライム（内国株式）,3561.T,力の源ホールディングス,1,1451.0,45600
スタンダード（内国株式）,3562.T,Ｎｏ．１,1,2424.0,62400
プライム（内国株式）,3563.T,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,1,7863.0,2085200
スタンダード（内国株式）,3565.T,アセンテック,2,1579.0,1891600
グロース（内国株式）,3566.T,ユニフォームネクスト,1,601.0,36400
プライム（内国株式）,3569.T,セーレン,1,2740.0,394600
ETF・ETN,356A.T,グローバルＸ　Ｓ＆Ｐ５００　キャッシュフロー・トップ１００　ＥＴＦ,1,1217.0,6809
スタンダード（内国株式）,3571.T,ソトー,1,802.0,34300
スタンダード（内国株式）,3577.T,東海染工,5,878.0,5700
プライム（内国株式）,3580.T,小松マテーレ,1,756.0,42100
スタンダード（内国株式）,3583.T,オーベクス,1,1338.0,2600
プライム（内国株式）,3591.T,ワコールホールディングス,1,5520.0,145000
プライム（内国株式）,3593.T,ホギメディカル,1,4970.0,348500
スタンダード（内国株式）,3597.T,自重堂,5,9610.0,2600
スタンダード（内国株式）,3598.T,山喜,1,173.0,5400
スタンダード（内国株式）,3600.T,フジックス,1,1602.0,200
スタンダード（内国株式）,3607.T,クラウディアホールディングス,1,377.0,15500
プライム（内国株式）,3608.T,ＴＳＩホールディングス,4,1042.0,370500
スタンダード（内国株式）,3611.T,マツオカコーポレーション,1,1873.0,30800
プライム（内国株式）,3612.T,ワールド,1,2803.0,114000
グロース（内国株式）,3622.T,ネットイヤーグループ,3,632.0,5400
グロース（内国株式）,3623.T,ビリングシステム,1,1091.0,13900
グロース（内国株式）,3624.T,アクセルマーク,1,121.0,484500
グロース（内国株式）,3625.T,テックファームホールディングス,6,885.0,104700
プライム（内国株式）,3626.T,ＴＩＳ,1,4975.0,517500
スタンダード（内国株式）,3627.T,テクミラホールディングス,4,312.0,16800
グロース（内国株式）,3628.T,データホライゾン,3,553.0,3200
プライム（内国株式）,3632.T,グリーホールディングス,6,514.0,398700
スタンダード（内国株式）,3633.T,ＧＭＯペパボ,1,1620.0,12100
スタンダード（内国株式）,3634.T,ソケッツ,1,648.0,3300
プライム（内国株式）,3635.T,コーエーテクモホールディングス,4,2070.5,674600
プライム（内国株式）,3636.T,三菱総合研究所,1,4830.0,23600
スタンダード（内国株式）,3639.T,ボルテージ,1,279.0,19500
ETF・ETN,363A.T,ｉＦｒｅｅＥＴＦ　英国ＦＴＳＥ１００,1,2098.0,709
スタンダード（内国株式）,3640.T,電算,3,2595.0,72400
スタンダード（内国株式）,3641.T,パピレス,4,870.0,8500
グロース（内国株式）,3645.T,メディカルネット,1,308.0,9200
グロース（内国株式）,3646.T,駅探,2,372.0,3100
スタンダード（内国株式）,3647.T,ジー・スリーホールディングス,1,155.0,34100
スタンダード（内国株式）,3648.T,ＡＧＳ,1,1386.0,129400
プライム（内国株式）,3649.T,ファインデックス,1,758.0,50500
ETF・ETN,364A.T,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　配当貴族指数連動型上場投信,1,2069.0,14935
グロース（内国株式）,3652.T,ディジタルメディアプロフェッショナル,4,2068.0,13200
グロース（内国株式）,3653.T,モルフォ,1,1277.0,11100
プライム（内国株式）,3655.T,ブレインパッド,1,1409.0,430700
プライム（内国株式）,3656.T,ＫＬａｂ,1,131.0,1999200
プライム（内国株式）,3657.T,ポールトゥウィンホールディングス,1,373.0,148000
プライム（内国株式）,3659.T,ネクソン,1,2877.0,2302600
プライム（内国株式）,3660.T,アイスタイル,1,623.0,1795400
プライム（内国株式）,3661.T,エムアップホールディングス,1,2186.0,218600
プライム（内国株式）,3662.T,エイチームホールディングス,3,1195.0,129800
プライム（内国株式）,3663.T,セルシス,1,1600.0,240700
グロース（内国株式）,3664.T,モブキャストホールディングス,1,61.0,3049200
プライム（内国株式）,3665.T,エニグモ,5,291.0,102100
スタンダード（内国株式）,3667.T,ｅｎｉｓｈ,1,115.0,358200
プライム（内国株式）,3668.T,コロプラ,1,536.0,187400
スタンダード（内国株式）,3670.T,協立情報通信,2,1864.0,3900
グロース（内国株式）,3671.T,ソフトマックス,1,316.0,192300
スタンダード（内国株式）,3672.T,オルトプラス,2,75.0,1124800
プライム（内国株式）,3673.T,ブロードリーフ,1,781.0,162400
グロース（内国株式）,3674.T,オークファン,1,377.0,4000
プライム（内国株式）,3675.T,クロス・マーケティンググループ,1,771.0,46100
プライム（内国株式）,3676.T,デジタルハーツホールディングス,1,991.0,48000
プライム（内国株式）,3678.T,メディアドゥ,1,1754.0,28300
プライム（内国株式）,3679.T,じげん,1,515.0,144000
グロース（内国株式）,3680.T,ホットリンク,6,309.0,109000
プライム（内国株式）,3681.T,ブイキューブ,4,156.0,115200
スタンダード（内国株式）,3682.T,エンカレッジ・テクノロジ,6,611.0,2300
スタンダード（内国株式）,3683.T,サイバーリンクス,1,1312.0,9500
スタンダード（内国株式）,3686.T,ディー・エル・イー,3,158.0,125800
プライム（内国株式）,3687.T,フィックスターズ,6,2055.0,169800
プライム（内国株式）,3688.T,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,1,2092.0,118800
グロース（内国株式）,3690.T,イルグルム,1,629.0,946700
グロース（内国株式）,3691.T,デジタルプラス,1,1158.0,20100
グロース（内国株式）,3692.T,ＦＦＲＩセキュリティ,1,6130.0,438500
プライム（内国株式）,3694.T,オプティム,6,541.0,112300
グロース（内国株式）,3695.T,ＧＭＯリサーチ＆ＡＩ,1,2767.0,3500
プライム（内国株式）,3696.T,セレス,3,2411.0,222500
プライム（内国株式）,3697.T,ＳＨＩＦＴ,4,1641.5,2719300
グロース（内国株式）,3698.T,ＣＲＩ・ミドルウェア,1,1505.0,12200
プライム（内国株式）,3708.T,特種東海製紙,1,4015.0,15800
スタンダード（内国株式）,3710.T,ジョルダン,1,588.0,900
スタンダード（内国株式）,3712.T,情報企画,1,5420.0,3000
スタンダード（内国株式）,3719.T,ＡＩストーム,5,251.0,77500
グロース（内国株式）,3723.T,日本ファルコム,1,1180.0,4200
スタンダード（内国株式）,3726.T,フォーシーズＨＤ,4,628.0,225100
グロース（内国株式）,3727.T,アプリックス,4,149.0,25700
スタンダード（内国株式）,3733.T,ソフトウェア・サービス,1,13860.0,1800
プライム（内国株式）,3741.T,セック,6,5130.0,21600
スタンダード（内国株式）,3744.T,サイオス,1,444.0,61500
スタンダード（内国株式）,3747.T,インタートレード,2,466.0,146300
スタンダード（内国株式）,3750.T,サイトリ細胞研究所,1,919.0,2800
スタンダード（内国株式）,3753.T,フライトソリューションズ,1,240.0,51100
スタンダード（内国株式）,3758.T,アエリア,1,327.0,52700
スタンダード（内国株式）,3760.T,ケイブ,4,960.0,28900
プライム（内国株式）,3762.T,テクマトリックス,4,2118.0,243600
プライム（内国株式）,3763.T,プロシップ,1,3120.0,39200
プライム（内国株式）,3765.T,ガンホー・オンライン・エンターテイメント,1,2967.5,167000
スタンダード（内国株式）,3766.T,システムズ・デザイン,1,1250.0,7300
スタンダード（内国株式）,3768.T,リスクモンスター,4,490.0,3700
プライム（内国株式）,3769.T,ＧＭＯペイメントゲートウェイ,4,8503.0,162700
スタンダード（内国株式）,3770.T,ザッパラス,1,424.0,51400
プライム（内国株式）,3771.T,システムリサーチ,1,2153.0,17100
スタンダード（内国株式）,3772.T,ウェルス・マネジメント,6,1026.0,24200
グロース（内国株式）,3773.T,アドバンスト・メディア,1,1180.0,53800
プライム（内国株式）,3774.T,インターネットイニシアティブ,6,2859.0,315600
スタンダード（内国株式）,3776.T,ブロードバンドタワー,1,151.0,126700
グロース（内国株式）,3777.T,環境フレンドリーホールディングス,1,69.0,31638000
プライム（内国株式）,3778.T,さくらインターネット,4,3015.0,3156900
スタンダード（内国株式）,3779.T,ジェイ・エスコムホールディングス,1,200.0,63700
スタンダード（内国株式）,3787.T,テクノマセマティカル,1,578.0,7300
プライム（内国株式）,3788.T,ＧＭＯグローバルサイン・ホールディングス,1,2268.0,7200
スタンダード（内国株式）,3791.T,ＩＧポート,4,1692.0,401100
グロース（内国株式）,3793.T,ドリコム,4,505.0,347700
スタンダード（内国株式）,3796.T,いい生活,1,504.0,700
スタンダード（内国株式）,3798.T,ＵＬＳグループ,1,7570.0,19200
スタンダード（内国株式）,3799.T,キーウェアソリューションズ,1,969.0,11400
スタンダード（内国株式）,3800.T,ユニリタ,4,1895.0,4800
スタンダード（内国株式）,3802.T,エコミック,1,484.0,2700
グロース（内国株式）,3803.T,イメージ情報開発,1,2500.0,712700
スタンダード（内国株式）,3804.T,システム　ディ,1,2211.0,800
グロース（内国株式）,3807.T,フィスコ,5,147.0,611200
スタンダード（内国株式）,3810.T,サイバーステップ,1,339.0,554800
グロース（内国株式）,3814.T,アルファクス・フード・システム,4,243.0,150600
グロース（内国株式）,3815.T,メディア工房,1,606.0,20400
スタンダード（内国株式）,3816.T,大和コンピューター,6,1145.0,3100
プライム（内国株式）,3817.T,ＳＲＡホールディングス,1,4745.0,12900
スタンダード（内国株式）,3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,4,79.0,1557500
スタンダード（内国株式）,3825.T,リミックスポイント,4,446.0,3278300
スタンダード（内国株式）,3826.T,システムインテグレータ,1,432.0,13800
プライム（内国株式）,3834.T,朝日ネット,1,687.0,12700
プライム（内国株式）,3835.T,ｅＢＡＳＥ,4,490.0,230200
プライム（内国株式）,3836.T,アバントグループ,1,1542.0,85700
プライム（内国株式）,3837.T,アドソル日進,1,1388.0,64400
スタンダード（内国株式）,3839.T,ＯＤＫソリューションズ,1,592.0,3600
スタンダード（内国株式）,3840.T,パス,2,112.0,690200
スタンダード（内国株式）,3841.T,ジーダット,4,1291.0,2500
スタンダード（内国株式）,3842.T,ネクストジェン,1,915.0,3700
プライム（内国株式）,3843.T,フリービット,1,1587.0,58100
プライム（内国株式）,3844.T,コムチュア,1,1766.0,60600
スタンダード（内国株式）,3845.T,アイフリークモバイル,1,133.0,246300
スタンダード（内国株式）,3847.T,パシフィックシステム,1,5130.0,1400
スタンダード（内国株式）,3848.T,データ・アプリケーション,6,811.0,3300
スタンダード（内国株式）,3850.T,エヌ・ティ・ティ・データ・イントラマート,1,4155.0,24600
スタンダード（内国株式）,3851.T,日本一ソフトウェア,6,896.0,11700
プライム（内国株式）,3853.T,アステリア,1,660.0,141600
プライム（内国株式）,3854.T,アイル,1,2878.0,58600
スタンダード（内国株式）,3856.T,Ａｂａｌａｎｃｅ,1,840.0,278900
スタンダード（内国株式）,3858.T,ユビキタスＡＩ,5,381.0,6800
プライム（内国株式）,3861.T,王子ホールディングス,1,745.2000122070312,5022700
プライム（内国株式）,3863.T,日本製紙,1,1140.0,650800
プライム（内国株式）,3864.T,三菱製紙,1,698.0,382000
プライム（内国株式）,3865.T,北越コーポレーション,1,1006.0,108000
プライム（内国株式）,3877.T,中越パルプ工業,1,1711.0,39800
